name,price,first_name,last_name,above_100
Jennifer Preston,10.596855,Jennifer,Preston,False
Mary Chapman,22.756582,Mary,Chapman,False
Marc Collins,277.8276,Marc,Collins,True
Amber Sims,35.103367,Amber,Sims,False
Shawn Kennedy,234.34444,Shawn,Kennedy,True
Christine Farmer,149.52142,Christine,Farmer,True
Pam Martinez,31.567432,Pam,Martinez,False
Lisa Thompson,286.89307,Lisa,Thompson,True
John Bennett,87.68981,John,Bennett,False
Ronald Dixon,188.6288,Ronald,Dixon,True
Paul Peterson,294.4932,Paul,Peterson,True
Carrie Jones,0.7520189,Carrie,Jones,False
Tiffany Carrillo,141.16194,Tiffany,Carrillo,True
Katie Hanna,44.055645,Katie,Hanna,False
Seth Villanueva,58.947826,Seth,Villanueva,False
Donna Lewis,136.06212,Donna,Lewis,True
Tina Hunter,191.81807,Tina,Hunter,True
Sheri Beck,177.5338,Sheri,Beck,True
Kristen Hall,118.25323,Kristen,Hall,True
Douglas Morgan,104.65782,Douglas,Morgan,True
Zachary Miller,219.6221,Zachary,Miller,True
Teresa Collins,125.31429,Teresa,Collins,True
Devon Roberts,257.065,Devon,Roberts,True
Amy Gray,87.689064,Amy,Gray,False
Tracy Wagner,80.41036,Tracy,Wagner,False
Eric West,220.81657,Eric,West,True
Denise Harper,239.36302,Denise,Harper,True
Brianna Richards,145.79387,Brianna,Richards,True
Shirley Garcia,105.52582,Shirley,Garcia,True
James Byrd,233.91933,James,Byrd,True
Krista Mata,41.27186,Krista,Mata,False
Vernon Gomez,198.37596,Vernon,Gomez,True
John Gilbert,29.869564,John,Gilbert,False
Alicia Medina,157.78232,Alicia,Medina,True
Vanessa Campbell,48.407333,Vanessa,Campbell,False
Pamela Berg,200.25798,Pamela,Berg,True
Michael Reilly,40.378788,Michael,Reilly,False
Thomas Austin,206.55527,Thomas,Austin,True
Alejandra Martinez,299.59552,Alejandra,Martinez,True
Lindsey Powers,144.74416,Lindsey,Powers,True
Jacqueline Sawyer,279.93137,Jacqueline,Sawyer,True
Nancy Wilkins,94.517426,Nancy,Wilkins,False
Shane White,219.88014,Shane,White,True
Daniel Rivas,130.12521,Daniel,Rivas,True
Andrew Medina,223.17241,Andrew,Medina,True
Donald Carson,176.62685,Donald,Carson,True
Jason Hamilton,223.80734,Jason,Hamilton,True
Mark Perez,32.233463,Mark,Perez,False
Christina Mann,49.629665,Christina,Mann,False
Matthew Miller,215.43422,Matthew,Miller,True
Nicholas Mccarthy,53.425713,Nicholas,Mccarthy,False
John Barnett,105.2055,John,Barnett,True
Paige Hudson,46.076794,Paige,Hudson,False
Dr. Edward Marshall MD,248.28592,Edward,Marshall,True
Gina Higgins,41.63209,Gina,Higgins,False
Linda Ellis,239.18068,Linda,Ellis,True
Daniel Wade,8.806478,Daniel,Wade,False
Jessica Weiss,2.3889866,Jessica,Weiss,False
Erik Aguilar,148.07442,Erik,Aguilar,True
Mr. Gregg Baker,161.51024,Gregg,Baker,True
Bradley Compton,109.18358,Bradley,Compton,True
Timothy Sanders,99.61045,Timothy,Sanders,False
Steve Mccall,256.10306,Steve,Mccall,True
Thomas Hull,47.490494,Thomas,Hull,False
Carla Cunningham,25.427708,Carla,Cunningham,False
Rachel Sullivan,36.807064,Rachel,Sullivan,False
Latoya Little,57.424866,Latoya,Little,False
Sarah Harvey,158.70926,Sarah,Harvey,True
Kayla Wright,83.15243,Kayla,Wright,False
Andrew Tanner,220.52866,Andrew,Tanner,True
Aaron Hansen,258.86404,Aaron,Hansen,True
Hunter Atkinson,209.4582,Hunter,Atkinson,True
Richard Williams,186.80672,Richard,Williams,True
Frank Martinez,200.21542,Frank,Martinez,True
Timothy Burns,41.185165,Timothy,Burns,False
Melissa Ortiz,279.0138,Melissa,Ortiz,True
Henry White DDS,199.24779,Henry,White,True
Amanda Mccoy,114.35577,Amanda,Mccoy,True
Pamela Cox,262.04373,Pamela,Cox,True
Linda Ray,250.7989,Linda,Ray,True
Brooke Hernandez,52.935295,Brooke,Hernandez,False
Lisa Livingston,142.72592,Lisa,Livingston,True
Eugene Mason,222.91145,Eugene,Mason,True
Stephen Reid,34.169353,Stephen,Reid,False
Kevin Landry,193.60916,Kevin,Landry,True
Jamie Porter,258.2182,Jamie,Porter,True
Daniel Cunningham,179.37035,Daniel,Cunningham,True
Victor Marsh,219.97578,Victor,Marsh,True
Mr. Ryan Rodriguez,71.20559,Ryan,Rodriguez,False
Brittany Bradley,246.93954,Brittany,Bradley,True
Amy Wallace,98.62127,Amy,Wallace,False
Alex Smith,196.5458,Alex,Smith,True
Timothy King,28.041416,Timothy,King,False
Charles Jennings,79.81066,Charles,Jennings,False
Jessica Vargas,21.42152,Jessica,Vargas,False
Jacqueline Briggs,18.132935,Jacqueline,Briggs,False
Laurie Gonzales,195.17595,Laurie,Gonzales,True
Olivia Clark,107.63495,Olivia,Clark,True
Donald Molina,12.897693,Donald,Molina,False
Ricky Allen,257.9762,Ricky,Allen,True
Catherine Rodriguez,185.2495,Catherine,Rodriguez,True
Mr. Daniel Torres,59.360588,Daniel,Torres,False
David Shepherd,146.5042,David,Shepherd,True
Jonathan Hansen,65.382484,Jonathan,Hansen,False
Benjamin Griffin,262.10815,Benjamin,Griffin,True
Tracey Hess,102.85651,Tracey,Hess,True
Victoria Walker,283.14923,Victoria,Walker,True
Cathy Carney,266.44305,Cathy,Carney,True
John Gibbs,218.52751,John,Gibbs,True
Angela Torres,198.89127,Angela,Torres,True
Harold Glover,164.15932,Harold,Glover,True
Dawn Myers,126.863235,Dawn,Myers,True
Ashley Spencer,199.29222,Ashley,Spencer,True
Mary Walters,134.08614,Mary,Walters,True
Christina Davenport,140.07864,Christina,Davenport,True
Brian Johnson,106.234314,Brian,Johnson,True
Crystal Contreras,209.89392,Crystal,Contreras,True
Tanya Turner,232.36078,Tanya,Turner,True
Katelyn Durham,34.865387,Katelyn,Durham,False
Nathaniel Wilson,233.23459,Nathaniel,Wilson,True
Joseph Long,76.06926,Joseph,Long,False
Mallory Hall,293.54456,Mallory,Hall,True
Bianca Chavez,244.54095,Bianca,Chavez,True
Victoria Strickland,226.78696,Victoria,Strickland,True
Scott Jackson,44.259083,Scott,Jackson,False
Patrick Smith,186.58327,Patrick,Smith,True
Samuel West,239.88423,Samuel,West,True
Dr. Brian Baker,225.96948,Brian,Baker,True
Haley Baldwin,168.18907,Haley,Baldwin,True
Joanna Fernandez,40.509125,Joanna,Fernandez,False
Jeffrey Berg,36.85606,Jeffrey,Berg,False
Alexander Wilson,255.14502,Alexander,Wilson,True
David Fuller,263.54578,David,Fuller,True
Laura Kramer,178.294,Laura,Kramer,True
Melinda Lambert,113.69536,Melinda,Lambert,True
April Cole,157.75906,April,Cole,True
Jill Thornton,167.46815,Jill,Thornton,True
Holly Riley,204.6274,Holly,Riley,True
Beth Kim,11.012606,Beth,Kim,False
Kelly Thomas,251.95753,Kelly,Thomas,True
Teresa James,119.05983,Teresa,James,True
Jasmine Johnson,168.53592,Jasmine,Johnson,True
Brian Wood,249.08315,Brian,Wood,True
Deborah Estes,181.1243,Deborah,Estes,True
Jeremy Knight,267.90775,Jeremy,Knight,True
Abigail Mccoy,71.793655,Abigail,Mccoy,False
Chad Sellers,114.27087,Chad,Sellers,True
James Terry,280.16202,James,Terry,True
Rachael Watson,46.352077,Rachael,Watson,False
Jeffrey Poole,61.756794,Jeffrey,Poole,False
Matthew Salazar,99.92306,Matthew,Salazar,False
Christopher Small,94.261055,Christopher,Small,False
Noah Smith,239.63474,Noah,Smith,True
Steven Mack,39.00781,Steven,Mack,False
Casey Castillo,272.14005,Casey,Castillo,True
Rachel Poole,283.77658,Rachel,Poole,True
Karen Sutton,140.5503,Karen,Sutton,True
John Martinez,289.26068,John,Martinez,True
Michele Harrington,3.997445,Michele,Harrington,False
Cheyenne Brown,253.11429,Cheyenne,Brown,True
David Turner,121.417534,David,Turner,True
Brian Carter,78.8141,Brian,Carter,False
Sheena Ward,292.818,Sheena,Ward,True
Anthony Carson,218.7735,Anthony,Carson,True
Janet Zavala,17.081335,Janet,Zavala,False
Cynthia Smith,8.747993,Cynthia,Smith,False
Carla Cannon,288.18842,Carla,Cannon,True
Lacey Lopez,278.17294,Lacey,Lopez,True
Amy Copeland,269.01035,Amy,Copeland,True
Kristin Jacobs,11.69491,Kristin,Jacobs,False
Antonio Ferguson,297.3314,Antonio,Ferguson,True
Isabella Bush DDS,264.98468,Isabella,Bush,True
James Davidson,264.8193,James,Davidson,True
Holly Mendoza,54.44607,Holly,Mendoza,False
Jordan Lopez,66.64716,Jordan,Lopez,False
Antonio Ryan,95.58598,Antonio,Ryan,False
Raymond Ware,232.5052,Raymond,Ware,True
Alexander Stafford,201.51425,Alexander,Stafford,True
Kevin Clayton,73.98622,Kevin,Clayton,False
Kristen Rice,160.9482,Kristen,Rice,True
Joseph Moore,123.33709,Joseph,Moore,True
Bryan Riley,103.92866,Bryan,Riley,True
Diana Flores,143.13722,Diana,Flores,True
Kathryn Lawrence MD,78.31057,Kathryn,Lawrence,False
Deanna Smith,249.60066,Deanna,Smith,True
Nancy Miller,3.8692098,Nancy,Miller,False
David Horton,34.62085,David,Horton,False
Zachary Esparza,71.18404,Zachary,Esparza,False
Victoria Moreno,255.71252,Victoria,Moreno,True
Douglas Skinner,275.5629,Douglas,Skinner,True
Timothy Spencer,115.220314,Timothy,Spencer,True
Daniel Oconnor,210.48079,Daniel,Oconnor,True
Ryan Fitzgerald,158.77127,Ryan,Fitzgerald,True
Natalie Martinez,136.07591,Natalie,Martinez,True
Joyce Hayes,9.3236475,Joyce,Hayes,False
Amber Morris,89.45785,Amber,Morris,False
Tiffany Jackson,33.514492,Tiffany,Jackson,False
Tiffany Vasquez,253.20256,Tiffany,Vasquez,True
John Douglas,166.29672,John,Douglas,True
William Reed,215.30551,William,Reed,True
Nicole James,141.1922,Nicole,James,True
Mrs. Danielle Miller,141.0542,Danielle,Miller,True
Sarah Miller,22.37834,Sarah,Miller,False
John Morrison,252.16544,John,Morrison,True
Sarah Coleman,137.22298,Sarah,Coleman,True
Daniel Smith,49.99955,Daniel,Smith,False
Kurt Butler,93.24936,Kurt,Butler,False
Cody Becker,248.43173,Cody,Becker,True
Miss Molly Miller,210.39946,Miss Molly,Miller,True
Craig Bailey,102.14273,Craig,Bailey,True
Derrick Campbell,159.40482,Derrick,Campbell,True
Jennifer Ibarra,169.32222,Jennifer,Ibarra,True
Timothy Black,160.42139,Timothy,Black,True
Shawn Blanchard,159.55614,Shawn,Blanchard,True
Brian Johnson,95.74294,Brian,Johnson,False
Patricia Gray,122.900826,Patricia,Gray,True
James White,124.18373,James,White,True
William Smith,115.4835,William,Smith,True
Mrs. Hannah Cummings,206.37938,Hannah,Cummings,True
Philip Mills,149.76906,Philip,Mills,True
Emily Berry,194.85379,Emily,Berry,True
Casey Coffey,173.05309,Casey,Coffey,True
Regina Johnson,1.3662002,Regina,Johnson,False
Steven Waters,159.09537,Steven,Waters,True
Joshua Gonzalez,193.45209,Joshua,Gonzalez,True
Kimberly Green,240.81746,Kimberly,Green,True
Thomas Nelson DDS,188.22144,Thomas,Nelson,True
Robert Rivera DVM,252.71371,Robert Rivera,DVM,True
Miss Michelle Lewis,219.53201,Miss Michelle,Lewis,True
Linda Barajas,126.66953,Linda,Barajas,True
Amber Jensen,87.741806,Amber,Jensen,False
John Owens,240.67085,John,Owens,True
Elizabeth Benitez,22.976315,Elizabeth,Benitez,False
Sarah Smith,54.02303,Sarah,Smith,False
Jonathan Hernandez,113.64059,Jonathan,Hernandez,True
Benjamin Stevens,241.96313,Benjamin,Stevens,True
Isaac Roth,64.00284,Isaac,Roth,False
Lauren Smith,191.04424,Lauren,Smith,True
Nicole Duffy MD,169.9221,Nicole,Duffy,True
Emily Vega,102.17887,Emily,Vega,True
Jesse Stone,99.1322,Jesse,Stone,False
Nancy Lucas,277.22137,Nancy,Lucas,True
Thomas Horne,285.54532,Thomas,Horne,True
Jo Humphrey,280.7676,Jo,Humphrey,True
Nicholas Marquez,247.28069,Nicholas,Marquez,True
Cathy Todd,23.328222,Cathy,Todd,False
Vicki Harmon,155.36499,Vicki,Harmon,True
Brent Lloyd,74.12808,Brent,Lloyd,False
Jonathan Hill,64.18574,Jonathan,Hill,False
Timothy Kelly,106.24734,Timothy,Kelly,True
Donna Martinez,26.687212,Donna,Martinez,False
Tammy Miles,134.748,Tammy,Miles,True
Stephen Fields,270.2637,Stephen,Fields,True
Paige Kemp,132.68893,Paige,Kemp,True
Hannah Myers,97.02476,Hannah,Myers,False
Tanya Garcia,65.80094,Tanya,Garcia,False
Elizabeth Moody,224.69179,Elizabeth,Moody,True
Christina Murray,178.79626,Christina,Murray,True
Emma Berry,265.28668,Emma,Berry,True
Rebecca Santos,40.213654,Rebecca,Santos,False
Tammy Williams,113.82588,Tammy,Williams,True
Lauren Zimmerman DDS,24.09908,Lauren,Zimmerman,False
Amy Reed,291.7157,Amy,Reed,True
Peter Holland,39.1099,Peter,Holland,False
Stephen Martinez,5.9981537,Stephen,Martinez,False
Evan Martinez,71.839615,Evan,Martinez,False
Stephanie Smith,184.31464,Stephanie,Smith,True
Robert Schultz,79.44358,Robert,Schultz,False
Steven Price,249.50739,Steven,Price,True
William Park,150.56233,William,Park,True
Cole Butler,257.92548,Cole,Butler,True
Jessica Prince,199.10272,Jessica,Prince,True
Brian Smith,269.73315,Brian,Smith,True
Mark Ortiz,64.534904,Mark,Ortiz,False
Shane Garcia,232.92268,Shane,Garcia,True
Tammy Lowe,163.49583,Tammy,Lowe,True
Bonnie Parsons,120.82401,Bonnie,Parsons,True
Christopher Gross,190.48508,Christopher,Gross,True
Jason Hawkins,281.20108,Jason,Hawkins,True
Diane Lee,190.3914,Diane,Lee,True
Jeffrey Rodriguez,171.70639,Jeffrey,Rodriguez,True
Destiny Thompson,69.9508,Destiny,Thompson,False
Carol Johnston,20.229965,Carol,Johnston,False
Catherine Cline,196.00195,Catherine,Cline,True
Joseph Bond,213.45087,Joseph,Bond,True
Whitney Russell,93.70821,Whitney,Russell,False
Joseph Brown,177.53696,Joseph,Brown,True
Andrea Cherry,218.94397,Andrea,Cherry,True
Ronnie James,11.3032,Ronnie,James,False
Jesse Wagner,105.03912,Jesse,Wagner,True
Jennifer Johnson,25.246016,Jennifer,Johnson,False
Christina Miller,23.52475,Christina,Miller,False
Amy Collins,216.30603,Amy,Collins,True
Nathaniel Curtis,180.00978,Nathaniel,Curtis,True
Joann Patel,226.89221,Joann,Patel,True
Daniel Gonzalez,296.96396,Daniel,Gonzalez,True
Donna Harris,112.15359,Donna,Harris,True
Patricia Gomez,61.97861,Patricia,Gomez,False
Christopher Douglas,108.56705,Christopher,Douglas,True
Thomas Glover,192.67497,Thomas,Glover,True
Ryan Fischer,176.88115,Ryan,Fischer,True
Briana Turner,77.99746,Briana,Turner,False
Patrick Williams,205.52826,Patrick,Williams,True
Kathryn Morris,258.3382,Kathryn,Morris,True
Jonathan Henry,216.62173,Jonathan,Henry,True
Jonathan Navarro,207.50502,Jonathan,Navarro,True
Steven Ryan,98.03488,Steven,Ryan,False
Matthew Rodriguez,194.15585,Matthew,Rodriguez,True
Laurie Stewart,243.65851,Laurie,Stewart,True
Joseph Ramirez,208.53899,Joseph,Ramirez,True
Eric Harris,215.30275,Eric,Harris,True
Amy Townsend,89.620834,Amy,Townsend,False
Jeffrey Gutierrez,91.68832,Jeffrey,Gutierrez,False
Kenneth Zimmerman,227.64972,Kenneth,Zimmerman,True
Jonathan Guerrero,20.03178,Jonathan,Guerrero,False
James Thomas,81.77643,James,Thomas,False
James Bradshaw,233.69041,James,Bradshaw,True
Edgar Moreno,279.08865,Edgar,Moreno,True
Margaret Roberts,119.90295,Margaret,Roberts,True
Mary Gonzales,5.0414686,Mary,Gonzales,False
Deborah Ortiz,251.1196,Deborah,Ortiz,True
Jesse Thomas,23.194408,Jesse,Thomas,False
Taylor Torres,114.30621,Taylor,Torres,True
Jennifer Sampson,134.9551,Jennifer,Sampson,True
Jennifer Shaffer,139.32681,Jennifer,Shaffer,True
Melanie Griffith,97.987335,Melanie,Griffith,False
Michelle May,151.01337,Michelle,May,True
Lori Morales,15.9371,Lori,Morales,False
Alexandra Shelton,205.16982,Alexandra,Shelton,True
Carl Gonzalez,161.53474,Carl,Gonzalez,True
Maria Miller,241.29117,Maria,Miller,True
Chad Kelly,273.32068,Chad,Kelly,True
Eileen Davis,55.99921,Eileen,Davis,False
Jacob White,176.38327,Jacob,White,True
Tony Howard,56.297516,Tony,Howard,False
Randy Franklin,10.70093,Randy,Franklin,False
Taylor Davidson,164.23495,Taylor,Davidson,True
Nicole Rivas,283.3434,Nicole,Rivas,True
Daniel Martinez,82.42854,Daniel,Martinez,False
Theresa Potter,63.49316,Theresa,Potter,False
William Kerr,193.1529,William,Kerr,True
Erin Anderson,145.16179,Erin,Anderson,True
Carlos Sawyer,91.16472,Carlos,Sawyer,False
Steven Reyes,90.51351,Steven,Reyes,False
Robert Johnson,151.34254,Robert,Johnson,True
John Kelley,264.14453,John,Kelley,True
Melissa Franklin,154.56029,Melissa,Franklin,True
Travis Davis,288.22208,Travis,Davis,True
Adam Bailey,42.661396,Adam,Bailey,False
Crystal Peterson,171.64995,Crystal,Peterson,True
David Anderson,131.23634,David,Anderson,True
David Allen III,100.869255,David Allen,III,True
Jose Mitchell,219.37021,Jose,Mitchell,True
Harry Miller,258.8641,Harry,Miller,True
Jay Smith,174.54022,Jay,Smith,True
David Spence,39.441593,David,Spence,False
Alicia Young,49.05124,Alicia,Young,False
Gregory Cooper,84.87613,Gregory,Cooper,False
Michelle Brown,299.66977,Michelle,Brown,True
Melissa Johnson,54.776615,Melissa,Johnson,False
Robert Hunter,233.21123,Robert,Hunter,True
Ellen Montes,114.65876,Ellen,Montes,True
Madeline Terry,143.06802,Madeline,Terry,True
Gregory Mclean,100.14166,Gregory,Mclean,True
Rebekah Fischer,35.841393,Rebekah,Fischer,False
Wendy Sexton,104.25291,Wendy,Sexton,True
Angela Spencer,130.0369,Angela,Spencer,True
Brent Richards,287.85126,Brent,Richards,True
Christina Price,220.47153,Christina,Price,True
Christopher Kim,268.0941,Christopher,Kim,True
Kristie White,3.7311883,Kristie,White,False
Eric Anderson,151.16943,Eric,Anderson,True
Patrick Moran,202.94211,Patrick,Moran,True
Kimberly Dillon,148.76369,Kimberly,Dillon,True
Michael Morris,186.27394,Michael,Morris,True
Stephanie Garcia,135.33748,Stephanie,Garcia,True
Amber Randall,161.78673,Amber,Randall,True
Matthew Morris,177.46751,Matthew,Morris,True
Brandon Henry,189.264,Brandon,Henry,True
Elizabeth Jones,1.7213346,Elizabeth,Jones,False
Manuel Reyes,56.113995,Manuel,Reyes,False
Cindy Blackburn,277.31168,Cindy,Blackburn,True
Mindy Valentine,296.0405,Mindy,Valentine,True
Mary Stevenson,54.151386,Mary,Stevenson,False
Emma Beltran,280.61407,Emma,Beltran,True
Matthew Jacobson,234.47557,Matthew,Jacobson,True
Paul Phillips,52.38933,Paul,Phillips,False
James Porter,167.69164,James,Porter,True
David Harrison,216.55728,David,Harrison,True
Tara Davidson,177.59773,Tara,Davidson,True
Donna Kelly,235.96439,Donna,Kelly,True
Renee Mayer,29.664787,Renee,Mayer,False
Victor Davis,292.35004,Victor,Davis,True
Marc Abbott,144.04274,Marc,Abbott,True
Kevin Flores,2.0459585,Kevin,Flores,False
Sarah Mayo,243.15762,Sarah,Mayo,True
Anthony Morgan,74.418655,Anthony,Morgan,False
Sarah Wong,22.838354,Sarah,Wong,False
Tanya Martinez,226.3518,Tanya,Martinez,True
Jacob Lewis,177.82683,Jacob,Lewis,True
Valerie Spencer,110.115074,Valerie,Spencer,True
Kelly Drake,223.775,Kelly,Drake,True
Zachary Foster,256.8935,Zachary,Foster,True
Susan Summers,203.44461,Susan,Summers,True
Stacy Jones,282.2104,Stacy,Jones,True
Alicia Roberts,115.341576,Alicia,Roberts,True
Charlene Patterson,231.59024,Charlene,Patterson,True
Mike Hudson,90.778336,Mike,Hudson,False
Nichole Murray,257.2126,Nichole,Murray,True
Anthony Robinson,174.67491,Anthony,Robinson,True
Andrew Sutton,55.09426,Andrew,Sutton,False
John Munoz,10.761626,John,Munoz,False
Antonio Gray,254.19897,Antonio,Gray,True
Mallory Bright,17.364553,Mallory,Bright,False
Zachary Johnson,164.00948,Zachary,Johnson,True
Scott Zimmerman,210.83597,Scott,Zimmerman,True
Nicolas Myers,191.57404,Nicolas,Myers,True
Dakota Silva,0.20198315,Dakota,Silva,False
Cynthia Crawford,138.5852,Cynthia,Crawford,True
Larry Smith,203.45973,Larry,Smith,True
Victoria Hoover,49.76932,Victoria,Hoover,False
Carl Shannon,75.010506,Carl,Shannon,False
Melissa Hardy,57.467194,Melissa,Hardy,False
Carolyn Smith,217.49866,Carolyn,Smith,True
Austin Washington,123.73567,Austin,Washington,True
Jacob Spencer MD,194.45006,Jacob,Spencer,True
Earl Jackson,146.43817,Earl,Jackson,True
Nicole Simmons,100.44667,Nicole,Simmons,True
Phillip Hurst,70.273476,Phillip,Hurst,False
Hailey Robbins,189.14714,Hailey,Robbins,True
James Taylor,223.40337,James,Taylor,True
Andrea Figueroa,35.464497,Andrea,Figueroa,False
Cassandra Moreno,75.31803,Cassandra,Moreno,False
Gregory Pacheco,30.782696,Gregory,Pacheco,False
Shawn Shelton,104.02268,Shawn,Shelton,True
Nicole Huerta,147.5406,Nicole,Huerta,True
Matthew Hoffman,111.33756,Matthew,Hoffman,True
Barbara Hudson,224.32025,Barbara,Hudson,True
Sandra Francis,62.575245,Sandra,Francis,False
Rebecca Ray,32.4842,Rebecca,Ray,False
Tammy Simpson,221.54149,Tammy,Simpson,True
Kyle Clark,223.5738,Kyle,Clark,True
Sherry Peterson,9.233781,Sherry,Peterson,False
Kyle Howard,22.360132,Kyle,Howard,False
David Warren,23.00436,David,Warren,False
Brandon Townsend,189.24117,Brandon,Townsend,True
Christopher Ellis,60.920414,Christopher,Ellis,False
Renee Mccall,172.00256,Renee,Mccall,True
Nicole Valdez,202.1051,Nicole,Valdez,True
Austin Bird,97.14819,Austin,Bird,False
Matthew Oliver,190.77386,Matthew,Oliver,True
Adam Morrison,122.6423,Adam,Morrison,True
Kenneth Koch,223.4597,Kenneth,Koch,True
Roger Maddox,192.80489,Roger,Maddox,True
Michael Harris,275.09595,Michael,Harris,True
Devon Levy,179.3499,Devon,Levy,True
Alison Wright,67.798965,Alison,Wright,False
Jennifer Jones,69.16425,Jennifer,Jones,False
Alexandra Rosales,275.3449,Alexandra,Rosales,True
Erika Wood,172.3448,Erika,Wood,True
Kristen Dyer,143.71698,Kristen,Dyer,True
Kristin Higgins,66.99301,Kristin,Higgins,False
Adrian Martin,10.513656,Adrian,Martin,False
Joshua Hunter,126.4594,Joshua,Hunter,True
Cindy Wells,2.8232787,Cindy,Wells,False
Meredith Shepherd,15.392562,Meredith,Shepherd,False
Paula Jackson,95.284706,Paula,Jackson,False
Jacob Woodard,36.91771,Jacob,Woodard,False
Michael Hill,51.001266,Michael,Hill,False
Maureen Miller,143.55527,Maureen,Miller,True
Pamela Brandt,117.345276,Pamela,Brandt,True
Matthew Rojas Jr.,32.561466,Matthew Rojas,Jr.,False
Lawrence Jordan,131.56227,Lawrence,Jordan,True
Travis Coleman,267.93488,Travis,Coleman,True
Tina Lopez,161.50348,Tina,Lopez,True
Joseph Armstrong,197.5558,Joseph,Armstrong,True
Kayla Sellers,165.07278,Kayla,Sellers,True
Michael Rogers,65.74618,Michael,Rogers,False
Tiffany Fitzpatrick,70.01379,Tiffany,Fitzpatrick,False
Sierra Warren,82.47717,Sierra,Warren,False
Patricia Martinez,21.041609,Patricia,Martinez,False
Gregory Castillo,3.006714,Gregory,Castillo,False
Gilbert Johnson,232.51059,Gilbert,Johnson,True
Bryan Gutierrez,233.18594,Bryan,Gutierrez,True
Yvonne Murphy,130.79814,Yvonne,Murphy,True
Austin Patel,147.74261,Austin,Patel,True
Ronald Lopez,179.1162,Ronald,Lopez,True
Terry Fowler,295.92014,Terry,Fowler,True
Holly Lara,181.42146,Holly,Lara,True
Cody Hayden,228.62703,Cody,Hayden,True
Veronica Bradford,29.713097,Veronica,Bradford,False
Sylvia Moon,57.430435,Sylvia,Moon,False
Sharon Young,212.15459,Sharon,Young,True
Jeffery Wilson,214.13457,Jeffery,Wilson,True
Tammy Cooper,215.1947,Tammy,Cooper,True
Jessica Gardner,282.86578,Jessica,Gardner,True
Mr. Matthew Roman,106.93349,Matthew,Roman,True
Sharon Frazier,145.38135,Sharon,Frazier,True
James Gonzalez,262.38815,James,Gonzalez,True
Tracy Mcmillan,53.15387,Tracy,Mcmillan,False
Peter Schultz,64.90525,Peter,Schultz,False
Jenna Ayala,145.50354,Jenna,Ayala,True
Julie Martinez,184.89919,Julie,Martinez,True
Richard Lee,202.73723,Richard,Lee,True
Karen Smith MD,104.75384,Karen,Smith,True
Timothy Lopez,238.71797,Timothy,Lopez,True
Justin Burke,244.72353,Justin,Burke,True
Karen Erickson,175.09517,Karen,Erickson,True
Sarah Ramsey,39.168602,Sarah,Ramsey,False
Robin Evans,25.40406,Robin,Evans,False
Michael Chang,52.773468,Michael,Chang,False
Melvin Butler,178.00494,Melvin,Butler,True
Deborah Mcbride,193.04993,Deborah,Mcbride,True
Austin Williams,123.24528,Austin,Williams,True
Kenneth Dean,70.33758,Kenneth,Dean,False
Joan Crawford,43.57827,Joan,Crawford,False
Erin King,87.38375,Erin,King,False
Mr. James Hamilton,111.332115,James,Hamilton,True
Deborah Hood,140.84172,Deborah,Hood,True
Marcus Stout,7.8332567,Marcus,Stout,False
Shannon Jacobs,153.94955,Shannon,Jacobs,True
Todd Harris,169.20747,Todd,Harris,True
Sarah Wilson,27.948244,Sarah,Wilson,False
Edward Brown,255.07196,Edward,Brown,True
Calvin Jones,278.0474,Calvin,Jones,True
Mr. Nicholas Fry,94.59168,Nicholas,Fry,False
Alejandro Sharp,84.928444,Alejandro,Sharp,False
Debra Morgan,265.4239,Debra,Morgan,True
John Kemp,242.23984,John,Kemp,True
Benjamin Richardson,173.67497,Benjamin,Richardson,True
Eric Cobb,81.9787,Eric,Cobb,False
Joseph Daniel,58.14862,Joseph,Daniel,False
William Pollard,133.09782,William,Pollard,True
Aaron Pace,131.30498,Aaron,Pace,True
Wendy Smith,174.35028,Wendy,Smith,True
Cheyenne Hernandez,292.3567,Cheyenne,Hernandez,True
Patricia Spencer,250.66837,Patricia,Spencer,True
Charles Taylor PhD,20.428883,Charles,Taylor,False
Stacey Clark,59.146076,Stacey,Clark,False
Megan Williams,79.759895,Megan,Williams,False
Robert Lee,125.17501,Robert,Lee,True
Pamela Hughes,173.04726,Pamela,Hughes,True
James Davis,181.86429,James,Davis,True
Tami Harper,232.12724,Tami,Harper,True
Thomas Avila,162.14574,Thomas,Avila,True
Darius Phillips,2.7789633,Darius,Phillips,False
Donald Perez,260.3533,Donald,Perez,True
Elizabeth Moran,75.80152,Elizabeth,Moran,False
Kristina Chapman,198.88268,Kristina,Chapman,True
Jimmy Morris,133.73769,Jimmy,Morris,True
Julie Hobbs,248.16711,Julie,Hobbs,True
Hailey Miller,212.63445,Hailey,Miller,True
Robert Elliott,31.83653,Robert,Elliott,False
Kathleen Franklin,267.61044,Kathleen,Franklin,True
Cassandra Smith,113.726616,Cassandra,Smith,True
Stacey Montoya,30.632257,Stacey,Montoya,False
Lauren Romero,64.302414,Lauren,Romero,False
Hector Rivera,68.20899,Hector,Rivera,False
Veronica Morris,151.12485,Veronica,Morris,True
Derrick Sanders,155.17534,Derrick,Sanders,True
Russell Gallagher,103.87502,Russell,Gallagher,True
Cody Moore,216.23862,Cody,Moore,True
Robin Ramsey,158.6719,Robin,Ramsey,True
Heather Shelton,205.94707,Heather,Shelton,True
